Reference_ID,species,name,somehitng random
pdfs3\NMHS-DB_RP-8172,*Bauhinia purpurea*,,
pdfs3\NMHS-DB_RP-8172,*Ficus nemoralis*,,
pdfs3\NMHS-DB_RP-8172,*Ficus roxburghii*,,
pdfs3\NMHS-DB_RP-8172,*Ficus subincisa*,,
pdfs3\NMHS-DB_RP-8172,None,None,Pinus wallichiana,None,Species,Pinaceae,Pinopsida,None,None,None,None,None,None,None,None,None,Blue Pine,None,None,None,None,None,Tree,Temperate forests (1600-2700m),None,Wild,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
pdfs3\NMHS-DB_RP-8172,*Pinus wallichiana*,Pinaceae
pdfs3\NMHS-DB_RP-8172,*Cedrus deodara*,Pinaceae
pdfs3\NMHS-DB_RP-8172,*Abies pindrow*,Pinaceae
pdfs3\NMHS-DB_RP-8172,*Picea smithiana*,Pinaceae
pdfs3\NMHS-DB_RP-8172,*Taxus wallichiana*,Taxaceae
pdfs3\NMHS-DB_RP-8172,*Betula utilis*,Betulaceae
pdfs3\NMHS-DB_RP-8172,*Juniperus* spp.,Cupressaceae
pdfs3\NMHS-DB_RP-8172,*Rhododendron* spp.,Ericaceae
pdfs3\NMHS-DB_RP-8172,*Salix* spp.,Salicaceae
pdfs3\NMHS-DB_RP-8172,*Lonicera* spp.,Caprifoliaceae
pdfs3\NMHS-DB_RP-8172,*Cotoneaster* spp.,Rosaceae
pdfs3\NMHS-DB_RP-8172,*Aconitum* spp.,Ranunculaceae
pdfs3\NMHS-DB_RP-8172,*Aquilegia* spp.,Ranunculaceae
pdfs3\NMHS-DB_RP-8172,*Gentiana* spp.,Gentianaceae
pdfs3\NMHS-DB_RP-8172,*Pedicularis* spp.,Orobanchaceae
pdfs3\NMHS-DB_RP-8172,*Ranunculus* spp.,Ranunculaceae
pdfs3\NMHS-DB_RP-8172,*Iris* spp.,Iridaceae
pdfs3\NMHS-DB_RP-8172,*Potentilla* spp.,Rosaceae
pdfs3\NMHS-DB_RP-8172,*Sequoiadendron giganteum*,Cupressaceae
pdfs3\NMHS-DB_RP-8172,*Carex* spp.,Cyperaceae
pdfs3\NMHS-DB_RP-8172,*Taraxacum* spp.,Asteraceae
pdfs3\NMHS-DB_RP-8172,*Polygonum* spp.,Polygonaceae
pdfs3\NMHS-DB_RP-8172,*Artemisia* spp.,Asteraceae
pdfs3\NMHS-DB_RP-8172,*Nepeta* spp.,Lamiaceae
pdfs3\NMHS-DB_RP-8172,*Veronica* spp.,Plantaginaceae
pdfs3\NMHS-DB_RP-8172,*Ricciocarpus natans*,Ricciaceae
pdfs3\NMHS-DB_RP-8172,*Plagiochila*,Plagiochilaceae
pdfs3\NMHS-DB_RP-8172,*Porella*,Porellaceae
pdfs3\NMHS-DB_RP-8172,*Marchantia*,Marchantiaceae
pdfs3\NMHS-DB_RP-8172,*Riccia*,Ricciaceae
pdfs3\NMHS-DB_RP-8172,*Brachythecium*,Brachytheciaceae
pdfs3\NMHS-DB_RP-8172,*Bryum*,Bryaceae
pdfs3\NMHS-DB_RP-8172,*Orthotrichum*,Orthotrichaceae
pdfs3\NMHS-DB_RP-8172,*Funaria*,Funariaceae
pdfs3\NMHS-DB_RP-8172,*Grimmia*,Grimmiaceae
pdfs3\NMHS-DB_RP-8172,*Athyrium*,Athyriaceae
pdfs3\NMHS-DB_RP-8172,*Dryopteris*,Dryopteridaceae
pdfs3\NMHS-DB_RP-8172,*Asplenium*,Aspleniaceae
pdfs3\NMHS-DB_RP-8172,*Cheilanthus*,Pteridaceae
pdfs3\NMHS-DB_RP-8172,*Polystichum*,Dryopteridaceae
pdfs3\NMHS-DB_RP-8172,*Carex*,Cyperaceae
pdfs3\NMHS-DB_RP-8172,*Taraxacum*,Asteraceae
pdfs3\NMHS-DB_RP-8172,*Polygonum*,Polygonaceae
pdfs3\NMHS-DB_RP-8172,*Potentilla*,Rosaceae
pdfs3\NMHS-DB_RP-8172,*Artemisia*,Asteraceae
pdfs3\NMHS-DB_RP-8172,*Nepeta*,Lamiaceae
pdfs3\NMHS-DB_RP-8172,*Ranunculus*,Ranunculaceae
pdfs3\NMHS-DB_RP-8172,*Veronica*,Plantaginaceae
pdfs3\NMHS-DB_RP-8172,*Gentiana*,Gentianaceae
pdfs3\NMHS-DB_RP-8172,*Pedicularis*,Orobanchaceae
pdfs3\NMHS-DB_RP-8172,*Platanus orientalis*,Platanaceae
pdfs3\NMHS-DB_RP-8172,*Ulmus wallichiana*,Ulmaceae
pdfs3\NMHS-DB_RP-8172,*Morus nigra*,Moraceae
pdfs3\NMHS-DB_RP-8172,*Alnus nitida*,Betulaceae
pdfs3\NMHS-DB_RP-8172,*Corylus jacquemontii*,Betulaceae
pdfs3\NMHS-DB_RP-8172,*Cotoneaster*,Rosaceae
pdfs3\NMHS-DB_RP-8172,*Lonicera*,Caprifoliaceae
pdfs3\NMHS-DB_RP-8172,*Rubus*,Rosaceae
pdfs3\NMHS-DB_RP-8172,*Berberis*,Berberidaceae
pdfs3\NMHS-DB_RP-8172,*Salix*,Salicaceae
pdfs3\NMHS-DB_RP-8172,*Spiraea*,Rosaceae
pdfs3\NMHS-DB_RP-8172,*Acer*,Sapindaceae
pdfs3\NMHS-DB_RP-8172,*Clematis*,Ranunculaceae
pdfs3\NMHS-DB_RP-8172,*Prunus*,Rosaceae
pdfs3\NMHS-DB_RP-8172,*Rosa*,Rosaceae
pdfs3\NMHS-DB_RP-8172,*Leersia oryzoides*,Poaceae
pdfs3\NMHS-DB_RP-8172,*Aegilops tauschii*,Poaceae
pdfs3\NMHS-DB_RP-8172,*Fagopyrum esculentum*,Polygonaceae
pdfs3\NMHS-DB_RP-8172,*F. tataricum*,Polygonaceae
pdfs3\NMHS-DB_RP-8172,*Amaranthus caudatus*,Amaranthaceae
pdfs3\NMHS-DB_RP-8172,*A. hybridus*,Amaranthaceae
pdfs3\NMHS-DB_RP-8172,*Panicum miliaceum*,Poaceae
pdfs3\NMHS-DB_RP-8172,*Setaria italica*,Poaceae
pdfs3\NMHS-DB_RP-8172,*Crocus sativus*,Iridaceae
pdfs3\NMHS-DB_RP-8172,*Anthemis cotula*,Asteraceae
pdfs3\NMHS-DB_RP-8172,*Xanthium strumarium*,Asteraceae
pdfs3\NMHS-DB_RP-8172,*X. spinosum*,Asteraceae
pdfs3\NMHS-DB_RP-8172,*Galinsoga parviflora*,Asteraceae
pdfs3\NMHS-DB_RP-8172,*Cannabis sativa*,Cannabaceae
pdfs3\NMHS-DB_RP-8172,*Conyza canadensis*,Asteraceae
pdfs3\NMHS-DB_RP-8172,*C. bonariensis*,Asteraceae
pdfs3\NMHS-DB_RP-8172,*Salvinia natans*,Salviniaceae
pdfs3\NMHS-DB_RP-8172,*Ceratophyllum demersum*,Ceratophyllaceae
pdfs3\NMHS-DB_RP-8172,*Potamogeton nodosus*,Potamogetonaceae
pdfs3\NMHS-DB_RP-8172,*Parthenium hysterophorus*,Asteraceae
pdfs3\NMHS-DB_RP-8172,*Azolla cristata*,Salviniaceae
pdfs3\NMHS-DB_RP-8172,*Amaranthus hybridus*,Amaranthaceae
pdfs3\NMHS-DB_RP-8172,*Astragalus*,Fabaceae
pdfs3\NMHS-DB_RP-8172,*Conyza bonariensis*,Asteraceae
pdfs3\NMHS-DB_RP-8172,*Corydalis*,Papaveraceae
pdfs3\NMHS-DB_RP-8172,*Euphrasia*,Orobanchaceae
pdfs3\NMHS-DB_RP-8172,*Fagopyrum tataricum*,Polygonaceae
pdfs3\NMHS-DB_RP-8172,*Festuca*,Poaceae
pdfs3\NMHS-DB_RP-8172,*Gentianaceae*,Gentianaceae
pdfs3\NMHS-DB_RP-8172,*Poa*,Poaceae
pdfs3\NMHS-DB_RP-8172,*Saussurea*,Asteraceae
pdfs3\NMHS-DB_RP-8172,*Scrophulariaceae*,Scrophulariaceae
pdfs3\NMHS-DB_RP-8172,*Xanthium spinosum*,Asteraceae
pdfs3\NMHS-DB_RP-8172,*Arcyosperma primulifolim*,Brassicaceae,
pdfs3\NMHS-DB_RP-8172,*Berberis calliobotrys*,Berberidaceae,
pdfs3\NMHS-DB_RP-8172,*Celtis tetrandra*,Ulmaceae,
pdfs3\NMHS-DB_RP-8172,*Cicuta virosa*,Apiaceae,
pdfs3\NMHS-DB_RP-8172,*Impatiens pahalgamensis*,Balsaminaceae,
pdfs3\NMHS-DB_RP-8172,*Pedicularis hoffmeisteri*,Scrophulariaceae,
pdfs3\NMHS-DB_RP-8172,*Petrohagia alpina*,Caryophyllaceae,
pdfs3\NMHS-DB_RP-8172,*Primula clarkei*,Primulaceae,
pdfs3\NMHS-DB_RP-8172,*Pseudomertensia drummondii*,Boraginaceae,
pdfs3\NMHS-DB_RP-8172,*Verbascum blattaria*,Scrophulariaceae,
